표준어	품사	세종태그	어깨번호	강원	경기	경남	경북	전남	전북	충남	충북	제주	평남	평북	함남	함북	황해	중국 길림성	중국 요령성	중국 흑룡강성	중앙아시아
솔새	[명사][방언]	NNG	02_00_00	 	 	 	 	 	 	 	 	가마귀지장, 왕소새	 	 	 	 	 	 	 	 	 
솔잎	[명사][방언]	NNG	00_00_00	솔잎개비	 	 	 	 	 	 	 	솔섭, 솔이파리, 솔입	 	 	 	 	 	 	 	 	 
솔장이	[명사][방언]	NNG	00_00_00	 	 	 	 	솔장시	 	 	 	 	 	 	 	 	 	 	 	 	 
솔직하다	[형용사][방언]	VA	00_00_00	 	 	 	아사리하다	 	 	 	 	 	 	 	 	 	 	 	 	 	 
솜	[명사][방언]	NNG	00_00_00	소개, 소캐	 	소개, 소캐, 소깨, 쏘개, 쏘깨, 쏘캐, 쏠캐	소개, 소캐, 쏘캐	소캐, 소키, 쏘캐	소캐	소캐	소캐	소개, 소게	거왜, 소캐	거왜, 소캐	소캐	소캐	소캐	 	 	쏘캐	 
솜덩이	[명사][방언]	NNG	00_00_00	 	 	 	 	솜뎅이	 	 	 	 	 	 	 	 	 	 	 	 	 
솜두루마기	[명사][방언]	NNG	00_00_00	 	솜두루매기	 	 	 	 	솜두루매기	솜두루매기	 	소캐두루마기	소캐두루마기	 	두루오시	소캐두루마기	 	 	 	 
솜먼지	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	탑세기, 탑시기	탑새기, 타분데기, 타분새기	 	 	 	 	 	 	 	 	 	 
솜뭉치	[명사][방언]	NNG	00_00_00	 	 	소캐뭉치, 쏘캐뭉치	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
솜바지	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	붕에바지, 소개바지, 소게바지	 	 	 	 	 	 	 	 	 
솜반	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	소겟장, 소갯장	 	 	 	 	 	 	 	 	 
솜방망이	[명사][방언]	NNG	00_00_00	소개방미이, 소캐방매이, 소캐방치	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
솜버선	[명사][방언]	NNG	00_00_00	소캐보선	 	 	 	 	 	 	 	소게보선	 	 	 	 	 	 	 	 	 
솜솜하다	[형용사][방언]	VA	00_00_00	 	 	 	 	 	 	 	 	송송하다	 	 	 	 	 	 	 	 	 
솜씨	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	손메, 쏨씨	 	손씨	 	 	 	 	 	 	 
솜양지꽃	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	닥발	 	 	 	 	 	 	 	 	 
솜옷	[명사][방언]	NNG	00_00_00	 	 	소캐옷	소캐옷	 	 	 	 	소개옷, 소게옷	소케입성, 소캐옷, 소캐입성	솜입성, 소캐옷, 소캐우티, 소캐입성	소캐옷, 솜우티	소옷, 소우티, 소캐옷, 소캐우티, 소캐입성, 솜우티	 	소옷, 소캐옷, 소캐우티	소캐옷, 소캐입성	소캐옷	 
솜이불	[명사][방언]	NNG	00_00_00	 	 	 	 	소캐이불, 소캐이울	소캐이불, 손이불	 	 	소개이불, 소게이불	 	 	 	 	 	 	 	 	 
솜저고리	[명사][방언]	NNG	00_00_00	솜저구리	 	 	솜조고리	 	 	소캐저고리	소캐저고리	소개저고리, 소게저고리	 	 	 	 	 	소캐저고리	 	 	 
솜털	[명사][방언]	NNG	00_00_00	복상털	 	 	 	게터럭, 개터럭, 밍지털	개터럭, 밍지털	 	 	 	 	 	보동터레기, 보동털, 보선털, 보손털, 보솜터리, 보송털	보동터레기, 보동털, 보선털, 보손털, 보송털	소금털	밍지털, 보동털, 보선털, 보손털, 보송털	 	보솜터리	 
솜틀	[명사][방언]	NNG	00_00_00	 	 	 	소캐틀	 	 	 	 	소개클, 소게클, 솜클	 	 	 	 	 	 	 	 	 
솜틀집	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	클방	 	 	 	 	 	 	 	 	 
솟구다	[동사][방언]	VV	01_00_00	 	 	솟우다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
솟구치다	[동사][방언]	VV	00_00_00	 	 	 	 	 	 	쏫치다	쏫치다	 	 	 	 	 	 	 	 	 	 
솟다	[동사][방언]	VV	00_00_00	 	 	 	 	소스다, 솟기다, 쇠스다	소스다, 솟기다, 쇠스다	 	 	 	 	 	 	 	 	 	 	 	 
솟대	[명사][방언]	NNG	00_00_00	진또베기	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
솟아나다	[동사][방언]	VV	00_00_00	 	 	 	솟어나다	 	 	 	 	 	 	 	 	 	 	 	 	 	 
솟아오르다	[동사][방언]	VV	00_00_00	솟어올르다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
솟을대문	[명사][방언]	NNG	00_00_00	 	 	솟일대문	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
솟치다	[동사][방언]	VV	00_00_00	 	 	 	솟체다	 	 	 	 	 	 	 	 	 	 	 	 	 	 
송경	[명사][방언]	NNG	00_00_00	 	 	 	 	셍경	 	 	 	 	 	 	 	 	 	 	 	 	 
송골매	[명사][방언]	NNG	00_00_00	 	 	새초리	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
송곳	[명사][방언]	NNG	00_00_00	 	송고시	쏭곳	날꼬지, 솟굿, 송곱, 송깃, 송곧, 송굿, 쏭곳, 쏭구	 	 	 	 	 	송긋	송곷, 송궃	송고디, 송곶	 	뽕고채, 뽕구채	송고시	 	송고디, 쏭곳	 
송곳니	[명사][방언]	NNG	00_00_00	 	 	 	송굿니	 	 	 	 	걸니	 	 	 	 	 	 	 	 	 
송기	[명사][방언]	NNG	01_00_00	 	 	송구	 	송쿠	 	 	 	 	송구지	송구, 송구지	 	 	 	 	 	 	 
송기떡	[명사][방언]	NNG	00_00_00	송구떡	 	 	 	 	 	송고떡	 	 	 	 	 	 	 	 	 	 	 
송당송당	[부사][방언]	MAG	00_00_01	 	 	 	 	 	 	 	 	소왁소왁	 	 	 	 	 	 	 	 	 
송두리	[명사][방언]	NNG	00_00_00	 	송도리	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
송두리째	[부사][방언]	MAG	00_00_00	쏙채, 아부이채, 아비채	송두리차, 통생이째	솔빡	 	송도리차, 송두리차, 통도리채	송두리조차, 송두리차	통두리째	 	모딱, 몬딱	 	 	 	덩케미채, 뎅게미채	 	 	 	 	 
송별	[명사][방언]	NNG	00_00_00	송벨	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
송별식	[명사][방언]	NNG	00_00_00	송벨식	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
송사리	[명사][방언]	NNG	00_00_00	송쉐리, 송어사리, 논고기, 눈발떼기, 송새리, 쌀고기	 	솔챙이, 송시랭이, 송애새끼, 피리, 눈재이, 눈쟁이, 눈체이, 눈치새끼, 믁지, 소애새끼, 솔채이, 송서리, 송시리, 송에	갈피리, 배드리, 솔치, 눈체이, 눈칭이, 송서리, 송에, 수래미, 수리미, 준챙이	꼭사리, 피리, 곡사리, 꼰자리, 꽁사리, 꽁살치, 눈재, 눈재이, 눈쟁이, 소아리, 송시래미, 송시래이, 혹사리	송수라지, 송아리, 송차리, 꼰자리, 누룬재기, 눈재기, 바들챙이, 소아리, 숭사리, 쏭사리	눈타리, 숭사리	돌꼬리, 송새리	눈쟁이	 	빈채리	 	 	 	 	 	 	 
송사리	[명사][방언]	NNG	00_00_01	 	 	눈챙이	눈챙이	 	 	 	 	눈젱이	누깔당시	누깔당시	 	 	 	 	 	 	 
송아리	[명사][방언]	NNG	00_00_00	 	 	 	 	송다리	송다리	 	 	 	 	 	 	 	 	 	 	 	 
송아지	[명사][방언]	NNG	00_00_00	소안지, 송아치, 솨지, 꼴동부리, 소와지, 쇠지	애맘소, 앰소	새앵키, 샌치, 소아치, 소안치, 송아치, 송안치, 시안치, 상안치, 생끼, 생애키, 생키, 소새끼, 송애키, 수안치	산지, 송아치, 솨지, 소아지, 솬지, 솽아지, 쇵아지	송아치, 쇄치, 쇠앙치, 쇠치, 시앙치, 새아지, 새앙치, 새야치, 새양치, 샹치, 소앙치, 소양치, 소항지, 쇄앙치, 쇠아지, 쇠아치, 쇠안치, 쇠앙지, 쇠야치, 쇠양지, 쇠양치, 쇵앙치, 쉬아지, 쉬앙치	쇄치, 새야치, 소앙치, 쇠아치, 쇠앙지, 쇠양지, 쇵앙치	송아치, 쇄치, 맹매기, 세아치, 소야치, 쇠아치, 쇠야치	송아치	소애기, 송아기, 쇠아지, 쉐새끼	솨지, 쇠애지, 쇙아지	솨지, 쇠애지, 쇤지, 쇄아지, 쇙아지, 쇙애지	새지, 쇠야기, 쇠야치, 쇠지, 쐐지	새지, 쇄시, 쇠야치, 쇠지	쇠지	 	 	 	 
송악	[명사][방언]	NNG	01_00_00	 	 	 	 	 	 	 	 	송낙	 	 	 	 	 	 	 	 	 
송어	[명사][방언]	NNG	00_00_00	예렝이	 	송에	송에	 	 	 	 	 	 	 	세츠네, 세치네, 소에, 송에	세츠네, 세치네, 소에, 소예, 송에, 야뤼	 	세츠네, 세치네, 소에, 송에	 	송에	 
송이	[명사][방언]	NNG	00_00_00	꼬셍이, 쇵이	 	쇵이, 쏭이	쇵이, 쉥이, 쏭이	쇵이, 숭치	쇵이	 	쏭이	 	 	쏭이	 	송에, 쏘이	 	쇵이, 쏘이	쏭이	쏭이	 
송이	[명사][방언]	NNG	03_00_00	 	 	 	 	 	 	 	 	소낭초기	 	 	 	 	 	 	 	 	 
송이버섯	[명사][방언]	NNG	00_00_00	송이버섭	 	 	 	 	 	 	 	소낭버섯	 	 	 	 	 	 	 	 	 
송이송이	[부사][방언]	MAG	00_00_00	쇵이쇵이	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
송장	[명사][방언]	NNG	01_00_00	 	 	영장	영장	 	 	 	 	 	 	 	 	 	 	 	 	 	 
송장풀	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	주리풀	 	 	 	 	 	 	 	 	 
송진	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	송징	 	 	 	 	 	 	 	 	 
송충	[명사][방언]	NNG	00_00_00	 	 	송칭	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
송충이	[명사][방언]	NNG	00_00_00	솜체이, 송챙이, 송쳉이, 송추이, 송치이	솜체이, 송챙이, 송쳉이	송치이	소남벌거지, 솜체이, 송추이, 송췽이, 송치이, 송칭이	쐬기, 솜체이, 송챙이, 송쳉이, 쇵치	송추이, 송치이, 쏘내기	송챙이, 송쳉이, 송추이, 송췽이, 송치이	송추이, 송치이	솔충이, 소나베렝이, 소낭버렝이, 소낭베렝이, 손버렝이, 솔충, 솔충버렝이, 송버렝이, 송추이, 송충버렝이	솔쐐기	솔쐐기, 송퉁벌거지, 송퉁이	 	 	송채이	 	 	 	 
송편	[명사][방언]	NNG	00_00_00	송펜, 쇵편	 	귀떡, 바지게떡, 셍핀, 송펜, 송핀, 쇵편, 쇵핀, 쉥핀, 쏭편	싱핀, 셍편, 송펜, 송핀, 쇵편, 쇵핀, 쉥편, 싱편, 쏭편	생편, 셍펜, 솔핀, 쇵핀, 헹펜	셍핀, 쇵핀	셍편	셍편	솔벤, 솔펜, 솔편, 송펜	생편, 셍편, 쇵펜	살미떡, 셍편	쇵펭, 쇵편, 쇵평, 쇵핀, 쉉편, 쉥펜	쇵핀, 쉥펜, 쉰떡, 쉼떡, 신떡	손편, 솜편	셍편, 쉥펜, 쉰떡, 쉼떡, 신떡	셍편	송핀, 쉉편, 쉥편, 쏭편	 
송화	[명사][방언]	NNG	03_00_00	 	 	 	 	솔밥	 	 	 	 	 	 	 	 	 	 	 	 	 
송홧가루	[명사][방언]	NNG	00_00_00	솔가루, 송앗갈그, 송앳갈그, 송앳갈기	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
솥	[명사][방언]	NNG	00_00_00	솣	솣	솣, 솤	솣, 솤	소드락, 솣, 솤	 	 	솣	 	소가매	소가매	가매, 열레	가매	 	 	 	 	 
솥검정	[명사][방언]	NNG	00_00_00	 	 	 	 	솥검당	솥검당	 	 	 	 	 	 	 	 	 	 	 	 
솥단지	[명사][방언]	NNG	00_00_00	 	 	 	 	솟단지	솟단지	 	 	 	 	 	 	 	 	 	 	 	 
솥땜장이	[명사][방언]	NNG	00_00_00	 	 	 	솥땜재이	 	 	 	 	 	 	 	 	 	 	 	 	 	 
솥뚜껑	[명사][방언]	NNG	00_00_00	가마드베이, 가마뚜벙, 가매드버이, 가매떠껑, 가매뚜껑, 가매뜨꿩, 솥따경, 솥따깡, 솥따껑, 솥뚜겅, 솥뚜경, 솥뚜껑이, 솥뚜꼉	소당깨	소도방, 솥떠꺼뱅이, 솥뚜꺼리, 솥뚜꾸베이, 솥뚜꾸벵이, 솥뚜베이, 솥뚜벵이, 솥뚜빙, 솥뜨껑, 솥뜨낑, 솥띠낑이, 솥띠빙, 쏱뜨끄리	소두베, 소두벵이, 소두빙이, 소드베, 소드비, 솥뚜개, 솥뚜갱이, 솥뚜애, 솥뜅이, 솥뜨벵이, 솥띠빙이, 솥띠애	소당깨, 소뎅이, 소드랑, 소부당, 소도방개, 소두랑뚜껑, 솥뚜겅, 솥뚜께, 솥뚜방, 솥뚜벙, 솥뛰겡	소당깨, 소도방, 소도방개, 소두랑뚜껑, 솥뚜겅	 	 	솟두껑, 솟뚜궤, 솟뚜껑, 솟뚜껑이, 솟뚜께, 솟뚜껭이, 솟뚜엉, 솥두껭이, 솥두엉, 솥뚜껑이, 솥뚜께	솥동깨, 가매뚜껑, 솥뚜껑이	가마뚜벙, 가매떠깡이, 가매떠꿍, 가매뚜껑, 가매뜽, 솥떠깡이, 솥뚜껑이	가매뜨붕, 소디비, 솥뚜깨, 가마뚜께, 가매드붕, 가매떠깨, 가매뚜껑, 가매뚜베, 가매뜨꿩, 가매뜨비, 가매띠베, 가매띠비, 보깨뜨비, 보깨띠비, 솥등, 솥떠깨, 솥뚜께	소디비, 가마더깨, 가마뚜게, 가마뚜께, 가마뚜꽈, 가마뜨베, 가매덮개, 가매덮괘, 가매돞괘, 가매떠깨, 가매뚜껑, 가매뚜베, 가매뜨꿩, 가매뜨베, 가매뜨비, 가매띠베, 가매띠비, 솥다깨, 솥두베, 솥두베개, 솥띠깨	가마떠꿍, 가매떠꿍	 	 	 	 
솥솔	[명사][방언]	NNG	00_00_00	 	 	솥바자리	 	 	 	 	 	솥수세, 솟수세	가매솔, 개미솔	가마수세기, 가매솔, 개미솔	가매솔	가매솔, 가매솔비	 	가매솔, 가매솔비	가마수세기, 가매솔, 개미솔	가매솔, 솥바자리	 
솥전	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	솟전, 솟천	 	 	 	 	 	 	 	 	 
솰솰	[부사][방언]	MAG	00_00_00	 	 	 	 	 	 	 	 	촬촬	 	 	 	 	 	 	 	 	 
쇠	[명사][방언]	NNG	00_00_00	쇠꿉, 쇳겁, 쉣겁, 쉣겉, 쉣곱, 쌧곱, 쐣곳, 쐬꿉, 쐿곱	 	 	셋곹, 쇳같, 쇳겁, 쇳겉, 쉣갓, 쉣같, 쉣것, 쉣곱, 쉣곹, 싯곷, 쎗곳, 쎗곹, 쐿갓, 쐿곳, 쑈이, 쓋갓	셰, 쇠깽이, 쇳겁, 쎄땡이	쎄땡이	 	샛곱, 쐿곱	 	쉬애	쉬애	 	셋대, 쇗대	 	셋대	 	 	 
쇠	[명사][방언]	NNG	01_00_00	쇠꼽, 쇠꼿	 	세	쌔꼿, 쒸	 	 	 	 	 	 	 	쇠꿑	 	 	 	 	 	 
쇠	[명사][방언]	NNG	02_00_00	 	 	 	쉬	 	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠가죽	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	쉐가죽	 	 	 	 	 	 	 	 	 
쇠갈고리	[명사][방언]	NNG	00_00_00	 	 	 	세까꾸레이	 	쇠까꾸랭이	 	 	 	 	 	 	 	 	 	 	 	 
쇠고기	[명사][방언]	NNG	00_00_00	세고기, 쇠괴기, 쇠괴이	쇠괴기, 쉐고기, 쉐궤기	새괴기, 세게기, 세게이, 세고기, 세괴기, 세기기, 쇠게기, 쇠게이, 쇠괴기, 쇠괴이, 쉐게기, 쉬고기, 시기기	세게기, 세고기, 쇠게기, 시고기, 시기기	세게기, 세고기, 세궤기, 소개기, 쇠게기, 쇠괴기, 쇳게기, 쉐고기	소개기, 쇠괴기	세게기, 세고기, 세괴기, 세이고기, 소이게기, 소이고기, 소이고이기, 소이케기, 소이코기, 쇠게기, 쇠고이기, 쇠괴기	쇠괴기	쉐고기, 쉐궤기	쇠괴기, 쇠괴이	 	쇠괴기, 쇠괴이	쇠괴기, 쇠괴이	쇄개기, 쇄괘기, 쇄괴기, 쇄코기, 쇄쾨기, 쇠괴이	 	 	 	 
쇠고리	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	쒜골히	 	 	 	 	 	 	 	 	 
쇠고삐	[명사][방언]	NNG	00_00_00	쇠구렝이	 	소꼬빼이, 세꼬빼이	소끄트레기	쇠꼼뺑이	쇠꼬뺑이, 쇠꾀삐	 	 	쉐골배, 쉐녹대, 쉐녹데, 쉐석	소꼽찌, 쇄곱지, 쇠곱지, 쇠꼽지	소곱지, 소꼽찌	쇠골삐	 	 	 	 	 	 
쇠구들	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	 	 	쇠구둘	 	 	 	 	 	 
쇠기름	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	쉐콥, 콥, 쉐곱, 쉐끕	 	 	 	 	 	 	 	 	 
쇠꼬리	[명사][방언]	NNG	00_00_00	 	쇠꼬랑지, 쇠꼬랭이, 쇠꽁이, 쇠꽁지, 쉐꼬리	세꼬랑대이, 세꼬랭이	 	쇠꼬뎅이, 쇠꼬랑지, 쇠꼴랑지, 쇠꼴리, 쇠꽁댕이, 쇠꽁지	쇠꼬라지, 쇠꼬랭이, 쇠꽁지	세꼬리, 소이꼬리, 쇠꽁지	쇠꼬랭이, 쇠꽁지	쉐꼴랭이, 쉐꼴리, 쉐꽁지, 쉐촐리, 쉐총지	 	 	 	 	 	 	 	 	 
쇠꼬리	[명사][방언]	NNG	00_00_01	 	 	 	 	 	 	 	 	쉐꼴렝이, 쉐촐랭이, 쉐총댕이	 	 	 	 	 	 	 	 	 
쇠꼬리채	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	아기억겟대, 주총, 쥐총, 깍대, 깍나릴대, 깍날릴대, 깡노릴대, 아기어깻대, 아기어껫대	 	 	 	 	 	 	 	 	 
쇠꼬챙이	[명사][방언]	NNG	00_00_00	 	 	세꼬재이, 세꼬쟁이	쇠꼬재이, 쇠꼬쟁이	 	 	 	 	 	 	 	 	 	 	 	 	쇠꼬쟁이	 
쇠꼴	[명사][방언]	NNG	00_00_00	 	 	세꼴	새꼴, 소꼴, 시꼴, 시먹이풀	소깔, 쇠깔	쇠깔	 	 	새꼴, 쉐촐	 	 	 	 	 	 	 	 	 
쇠다	[동사][방언]	VV	00_00_00	쇄다, 쐬굳다	쇄다, 쉐다	쇄다, 쉐다, 쒸다	쇄다, 쒸다	쇄다, 쉐다, 어세지다, 어시어지다	쇄다	쇄다, 쉐다	쇄다, 쉐다	쒜다	쇄다	쇄다	쇄다, 쉐다	쇄다, 쉐다	 	쇄다, 쉐다	쇄다	쇄다, 쒸다	 
쇠다	[동사][방언]	VV	01_00_00	 	 	 	 	 	 	 	 	 	 	게쇠다	 	 	 	 	 	 	 
쇠다	[동사][방언]	VV	02_00_00	 	 	시이다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠달구	[명사][방언]	NNG	00_00_00	쇠덜구	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠덕석	[명사][방언]	NNG	01_00_00	 	 	소방석	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠돈	[명사][방언]	NNG	00_00_00	 	 	쐬돈	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠두엄	[명사][방언]	NNG	00_00_00	 	세듬, 쇠뒤엄	소둠, 소밑거름, 쇠거름	소거름	쇠돔, 쇠두염, 쇠뒤염	소뒤엄, 쇠귀엄, 쇠두염	 	소똥거럼, 쇠덤	 	 	 	 	 	 	 	 	 	 
쇠등	[명사][방언]	NNG	00_00_00	 	 	 	 	소등거리	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠딱지	[명사][방언]	NNG	00_00_00	쇠똥따젱이	 	 	쉬똥	 	 	 	 	 	 	쇠더데	 	 	 	 	 	 	 
쇠똥	[명사][방언]	NNG	00_00_00	 	 	세똥	 	 	 	 	 	쉐똥	 	 	 	 	 	 	 	 	 
쇠똥	[명사][방언]	NNG	01_00_00	 	 	 	 	 	 	 	 	 	 	쇠띠	 	 	 	 	 	 	 
쇠똥구리	[명사][방언]	NNG	00_00_00	 	 	찌깨잽비, 세똥벌거지, 소똥벌게이, 찍게벌레, 찍게재삐	소또개비, 소똥벌기, 시똥굴레, 세똥구리	쇠똥펭젱이	 	 	 	 	 	 	쇠똥꼬부래	 	 	 	 	 	 
쇠똥벌레	[명사][방언]	NNG	00_00_00	쇠똥벌거지, 쇠똥벌기	 	소똥벌개이, 소똥벌레, 씨똥벌레	소똥벌레, 시똥벌레, 씨똥벌레	 	 	 	 	 	 	 	 	똥구부레	 	 	 	 	 
쇠뚜껑	[명사][방언]	NNG	00_00_00	 	 	세뚜꾸베이, 세뚜꾸벵이	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠뜨기	[명사][방언]	NNG	00_00_00	세띠기	 	세떼기, 쇠터럭풀	 	 	 	 	쇠띠기	 	 	 	 	 	 	 	 	 	 
쇠망치	[명사][방언]	NNG	00_00_00	 	 	쎄망치	 	 	 	 	 	쒜마께	 	 	 	 	 	 	 	 	 
쇠머리	[명사][방언]	NNG	00_00_00	 	쇠대가리, 쇠대갈, 쉐대가리, 쉐머리	시대가리	 	쇠대가리, 쇠대강빡, 쇠대그빡, 쇠머리빡, 쇳머리	 	소이머리, 쇠대가리, 쉐머리	세머리, 쇠대가리	쉐대가리, 쉐더멩이	 	 	 	 	 	 	 	 	 
쇠먹이	[명사][방언]	NNG	00_00_00	쇠멕이	 	 	 	 	 	 	 	쉐것	 	 	 	 	 	 	 	 	 
쇠메	[명사][방언]	NNG	00_00_00	 	 	쎄메	 	쇠뫼, 쇠메뎅이	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠못	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	웨못	 	 	 	 	 	 	 	 	 
쇠몽둥이	[명사][방언]	NNG	00_00_00	 	 	 	 	쇠몽뎅이, 쇠꼿몽뎅이	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠무릎	[명사][방언]	NNG	00_00_00	 	 	 	 	 	쇠물팍	 	 	말마작쿨	 	 	 	 	 	 	 	 	 
쇠물푸레나무	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	솔피낭	 	 	 	 	 	 	 	 	 
쇠뭉치	[명사][방언]	NNG	00_00_00	쇠꼽뭉치, 쇠꿉뭉치, 쐬꼽뭉치, 쐬꿉뭉치	 	쎄뭉치	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠바퀴	[명사][방언]	NNG	00_00_00	 	 	 	쇠바꾸	 	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠백정	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	 	 	쇠백쟁이	 	 	 	 	 	 
쇠버짐	[명사][방언]	NNG	00_00_00	쇠베짐	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠붙이	[명사][방언]	NNG	00_00_00	 	 	 	 	세붙이, 쎄붙이, 쐐붙이, 쐬붙이	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠비름	[명사][방언]	NNG	00_00_00	돌비름, 들비름	쇠비룸	쎄비름	세비듭, 세비름, 시비름	비린잎, 세비름	쇠비럼, 쇠비림	소이비듬, 쇠비듬	소비럼, 소비름, 쇠비럼	쉐비누, 쒜비놈, 쒜비늠	 	 	 	 	외양간풀	 	 	 	 
쇠비름	[명사][방언]	NNG	01_00_00	 	 	 	 	 	 	 	 	쒜비눔	 	 	 	 	 	 	 	 	 
쇠뼈다귀	[명사][방언]	NNG	00_00_00	 	 	 	 	소뻭다구	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠뿔	[명사][방언]	NNG	00_00_00	 	쇼이뿔	세뿔따구	 	쇠뿔따구	 	소이뿔, 수이뿔	 	쉐뿔	 	 	 	 	 	 	 	 	 
쇠사슬	[명사][방언]	NNG	00_00_00	 	 	 	 	세고리, 세사슬, 쎄고리	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠새끼	[명사][방언]	NNG	00_00_00	 	 	세새끼	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠소댕	[명사][방언]	NNG	00_00_00	 	 	쎄소두방	 	쇠서부덩, 쇠소두랑, 쇠소두방	 	쇠소당	 	 	 	 	 	 	 	 	 	 	 
쇠스랑	[명사][방언]	NNG	00_00_00	소스랑, 쇠서랑, 쇠시랑, 쇠시랭이	세소랑, 소스랑, 소시랭, 쇠시랑	삼바리, 세시랑, 소래이, 소랭이, 소스랑, 소시랑, 소시래이, 소시랭이	세소랑, 세시라이, 소래이, 소스랭이, 소시랭이, 소씨랑, 쇄랑, 쇄스랑, 쇠쓰랑, 쇠씨랑, 쏘시랑, 쐐새랑, 쐬스랑, 쐬씨랑	소스랑, 소시량, 소시양, 쇠시랑	소스락, 쇠시랑	소스랑, 쇠시랑	세스랑, 소스랑, 쇄스랑, 쇠시랑, 시스랑	소스랑, 소스렁, 쉐스랑, 쉐스렁, 쉐시랑, 쉐시렁	살카리, 쇠수랑	각쟁이, 소스랭이, 쇠스랭이, 쇠시랑	 	살각재, 쇠스래, 새수래, 쇠곽지, 차우재	 	 	 	 	 
쇠여물	[명사][방언]	NNG	00_00_00	 	 	세여물	 	쐬물	 	 	 	쉐꼴출	 	소여무새, 소피대	소여무새	 	 	 	 	 	 
쇠오줌	[명사][방언]	NNG	00_00_00	 	 	세오좀	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠옹두리	[명사][방언]	NNG	00_00_00	쇠옹둥뻬	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠장	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	소밭	 	 	 	 	 	 	 	 	 	 	 
쇠족	[명사][방언]	NNG	00_00_00	 	쇠족발	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
쇠죽	[명사][방언]	NNG	00_00_00	 	새물	 	쇄죽, 시죽	 	 	소이죽, 수이죽	 	쉐석, 쉐죽	 	 	쇠물	세모리, 쉐오리	쇠물	 	 	 	 
쇠죽바가지	[명사][방언]	NNG	00_00_00	구박, 쇠물구박, 쇠물바가지, 쇠물박	쇠물가구랭이, 쇠물박, 쇠물주걱, 쇠죽주걱, 쉐물바가지	세죽바가지, 세죽바가치	쇄바가치	개밋바가치, 나바가치, 나맘지, 쇠물바가지, 쇠물바가치, 쇠죽바가치, 쇠죽쪽박	쇠물남팍, 쇠물바가지, 쇠죽바가치, 쇠죽젓이	세죽바가지, 쇠물바가지, 쇠물박	쇠물빡, 쇠물박	큰국재	 	 	 	염물바가지	 	 	 	 	 
쇠죽솥	[명사][방언]	NNG	00_00_00	 	 	당구솣	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
